646 ade4 5.8317594
646 FAMD 2.390814
646 PCAmixdata 0.928659
646 PCA_1hot 1.1013593
646 ade4 5.4385926
646 FAMD 2.5977685
646 PCAmixdata 1.239321
646 PCA_1hot 1.0906808
646 ade4 5.5442209
646 FAMD 2.591432
646 PCAmixdata 0.9350358
646 PCA_1hot 1.0887825
646 ade4 5.5907456
646 FAMD 2.2582336
646 PCAmixdata 1.2283575
646 PCA_1hot 1.0905728
646 ade4 5.791388
646 FAMD 2.6008329
646 PCAmixdata 0.9264799
646 PCA_1hot 1.1012266
646 ade4 5.8841447
646 FAMD 2.605564
646 PCAmixdata 0.9419538
646 PCA_1hot 1.0796141
646 ade4 5.4958224
646 FAMD 2.2726152
646 PCAmixdata 1.2316626
646 PCA_1hot 1.1171112
646 ade4 5.8898164
646 FAMD 2.589814
646 PCAmixdata 0.925353
646 PCA_1hot 1.0991862
646 ade4 5.3852264
646 FAMD 2.6347821
646 PCAmixdata 1.2292777
646 PCA_1hot 1.11555
646 ade4 5.4639638
646 FAMD 2.2594659
646 PCAmixdata 0.9300613
646 PCA_1hot 1.0928378
646 ade4 5.6778269
646 FAMD 2.6088375
646 PCAmixdata 0.9444795
646 PCA_1hot 1.1027625
646 ade4 5.55043
646 FAMD 2.6154944
646 PCAmixdata 1.2298843
646 PCA_1hot 1.1041435
646 ade4 5.6368718
646 FAMD 2.3003845
646 PCAmixdata 0.9479705
646 PCA_1hot 1.1085298
646 ade4 6.1036223
646 FAMD 2.6326344
646 PCAmixdata 0.937615
646 PCA_1hot 1.0958722
646 ade4 5.5047896
646 FAMD 2.5239119
646 PCAmixdata 1.2476777
646 PCA_1hot 1.0979051
1292 ade4 7.5141743
1292 FAMD 4.4583183
1292 PCAmixdata 1.996231
1292 PCA_1hot 2.7558179
1292 ade4 8.0874674
1292 FAMD 4.215764
1292 PCAmixdata 2.0503622
1292 PCA_1hot 2.7144926
1292 ade4 7.3339345
1292 FAMD 4.6229287
1292 PCAmixdata 2.1789488
1292 PCA_1hot 2.834184
1292 ade4 7.3532061
1292 FAMD 4.0235528
1292 PCAmixdata 2.0634069
1292 PCA_1hot 2.7617628
1292 ade4 7.4297935
1292 FAMD 4.0739217
1292 PCAmixdata 2.0887411
1292 PCA_1hot 2.7486484
1292 ade4 7.6115261
1292 FAMD 4.5068281
1292 PCAmixdata 2.115208
1292 PCA_1hot 3.3510837
1292 ade4 8.1539267
1292 FAMD 3.9927185
1292 PCAmixdata 2.0222878
1292 PCA_1hot 2.7378647
1292 ade4 7.3974263
1292 FAMD 3.9899504
1292 PCAmixdata 2.2068345
1292 PCA_1hot 2.6911557
1292 ade4 8.5013168
1292 FAMD 4.5157407
1292 PCAmixdata 2.1230479
1292 PCA_1hot 2.8136945
1292 ade4 7.3874939
1292 FAMD 4.0860419
1292 PCAmixdata 2.6337596
1292 PCA_1hot 2.817804
1292 ade4 7.398585
1292 FAMD 4.3609123
1292 PCAmixdata 2.0863599
1292 PCA_1hot 2.8136547
1292 ade4 7.3843323
1292 FAMD 4.5850615
1292 PCAmixdata 2.0545438
1292 PCA_1hot 2.7703172
1292 ade4 7.8178979
1292 FAMD 4.7474603
1292 PCAmixdata 2.0579244
1292 PCA_1hot 2.6994308
1292 ade4 7.3682355
1292 FAMD 4.6714892
1292 PCAmixdata 2.00198
1292 PCA_1hot 2.7169576
1292 ade4 7.4164515
1292 FAMD 5.0523798
1292 PCAmixdata 1.9791763
1292 PCA_1hot 2.691683
1938 ade4 9.8978361
1938 FAMD 6.7171949
1938 PCAmixdata 2.8217816
1938 PCA_1hot 3.6611105
1938 ade4 10.5791442
1938 FAMD 6.5791499
1938 PCAmixdata 2.8287062
1938 PCA_1hot 3.674566
1938 ade4 10.2925883
1938 FAMD 6.4614557
1938 PCAmixdata 2.8063491
1938 PCA_1hot 3.6771603
1938 ade4 9.7447999
1938 FAMD 6.4936538
1938 PCAmixdata 3.4070901
1938 PCA_1hot 3.6364636
1938 ade4 10.599354
1938 FAMD 6.5668837
1938 PCAmixdata 2.8080447
1938 PCA_1hot 3.6877591
1938 ade4 11.3527925
1938 FAMD 6.6602638
1938 PCAmixdata 3.3981964
1938 PCA_1hot 3.6847423
1938 ade4 10.2007915
1938 FAMD 6.5333289
1938 PCAmixdata 3.4234626
1938 PCA_1hot 3.667107
1938 ade4 10.1259838
1938 FAMD 6.6287348
1938 PCAmixdata 2.8169486
1938 PCA_1hot 3.6697221
1938 ade4 12.1643083
1938 FAMD 6.5921288
1938 PCAmixdata 3.4211186
1938 PCA_1hot 3.7025396
1938 ade4 8.9924853
1938 FAMD 6.4579427
1938 PCAmixdata 2.8299849
1938 PCA_1hot 3.6490174
1938 ade4 10.8805203
1938 FAMD 6.3933753
1938 PCAmixdata 2.8228672
1938 PCA_1hot 3.6821736
1938 ade4 11.578039
1938 FAMD 6.4432239
1938 PCAmixdata 3.4235301
1938 PCA_1hot 3.6440686
1938 ade4 9.5405561
1938 FAMD 6.4166541
1938 PCAmixdata 2.7888591
1938 PCA_1hot 3.6551406
1938 ade4 10.3633882
1938 FAMD 6.4220465
1938 PCAmixdata 3.4315054
1938 PCA_1hot 3.6462347
1938 ade4 9.6320564
1938 FAMD 6.945585
1938 PCAmixdata 3.4171199
1938 PCA_1hot 3.7024668
2584 ade4 13.7146554
2584 FAMD 8.5264415
2584 PCAmixdata 4.121943
2584 PCA_1hot 4.7289192
2584 ade4 12.3446855
2584 FAMD 8.1654743
2584 PCAmixdata 4.6017274
2584 PCA_1hot 4.7821408
2584 ade4 12.3040474
2584 FAMD 8.4333205
2584 PCAmixdata 3.9580447
2584 PCA_1hot 5.3953876
2584 ade4 11.1033583
2584 FAMD 8.3394995
2584 PCAmixdata 3.9083655
2584 PCA_1hot 4.7375538
2584 ade4 10.8033591
2584 FAMD 8.0525831
2584 PCAmixdata 4.5319787
2584 PCA_1hot 4.8492925
2584 ade4 11.0570367
2584 FAMD 8.1375093
2584 PCAmixdata 3.9295682
2584 PCA_1hot 4.7712847
2584 ade4 14.1206629
2584 FAMD 8.5721486
2584 PCAmixdata 4.552501
2584 PCA_1hot 4.8814366
2584 ade4 11.0845095
2584 FAMD 8.7640247
2584 PCAmixdata 3.9452903
2584 PCA_1hot 4.7478819
2584 ade4 11.7182434
2584 FAMD 8.89785
2584 PCAmixdata 4.5611146
2584 PCA_1hot 4.8055848
2584 ade4 12.1263104
2584 FAMD 9.2729882
2584 PCAmixdata 3.8893125
2584 PCA_1hot 4.7371474
2584 ade4 12.7371533
2584 FAMD 8.3861138
2584 PCAmixdata 3.8660115
2584 PCA_1hot 4.763911
2584 ade4 11.0527552
2584 FAMD 8.2066716
2584 PCAmixdata 4.5660006
2584 PCA_1hot 4.8329085
2584 ade4 11.812673
2584 FAMD 8.3410931
2584 PCAmixdata 3.8827018
2584 PCA_1hot 4.8542181
2584 ade4 12.4201454
2584 FAMD 8.6436801
2584 PCAmixdata 3.8791746
2584 PCA_1hot 4.8327964
2584 ade4 10.9683298
2584 FAMD 8.5617252
2584 PCAmixdata 4.5920963
2584 PCA_1hot 4.7872634
3230 ade4 13.6080331
3230 FAMD 11.5019964
3230 PCAmixdata 4.656814
3230 PCA_1hot 5.7056106
3230 ade4 12.0851221
3230 FAMD 10.0816516
3230 PCAmixdata 5.416594
3230 PCA_1hot 6.5360154
3230 ade4 12.1553922
3230 FAMD 9.3690091
3230 PCAmixdata 4.7210168
3230 PCA_1hot 5.809248
3230 ade4 13.3996358
3230 FAMD 10.0261106
3230 PCAmixdata 5.4644847
3230 PCA_1hot 5.7820348
3230 ade4 12.0744324
3230 FAMD 9.936377
3230 PCAmixdata 4.6746033
3230 PCA_1hot 5.7786372
3230 ade4 12.9111675
3230 FAMD 10.0434303
3230 PCAmixdata 4.7204458
3230 PCA_1hot 5.8002925
3230 ade4 13.4815364
3230 FAMD 10.0966818
3230 PCAmixdata 5.4914213
3230 PCA_1hot 5.7852718
3230 ade4 13.4565715
3230 FAMD 9.3983998
3230 PCAmixdata 4.700614
3230 PCA_1hot 5.8096682
3230 ade4 13.4714871
3230 FAMD 9.9352758
3230 PCAmixdata 5.4441842
3230 PCA_1hot 5.8288084
3230 ade4 12.7355278
3230 FAMD 10.0350997
3230 PCAmixdata 4.6975765
3230 PCA_1hot 5.8776722
3230 ade4 12.8294673
3230 FAMD 10.0160826
3230 PCAmixdata 4.6837353
3230 PCA_1hot 5.8323447
3230 ade4 12.9051795
3230 FAMD 10.0180024
3230 PCAmixdata 5.4397048
3230 PCA_1hot 6.035434
3230 ade4 12.6174409
3230 FAMD 10.0704653
3230 PCAmixdata 4.6725194
3230 PCA_1hot 6.0818304
3230 ade4 14.0836263
3230 FAMD 9.3038474
3230 PCAmixdata 5.401332
3230 PCA_1hot 6.0013765
3230 ade4 14.9850502
3230 FAMD 10.0111214
3230 PCAmixdata 4.6990733
3230 PCA_1hot 5.8655319
3876 ade4 15.6921309
3876 FAMD 11.8387468
3876 PCAmixdata 5.7194762
3876 PCA_1hot 6.8248897
3876 ade4 14.9499038
3876 FAMD 11.6402468
3876 PCAmixdata 6.4527547
3876 PCA_1hot 6.7339468
3876 ade4 15.6037996
3876 FAMD 11.7240336
3876 PCAmixdata 6.4812596
3876 PCA_1hot 6.7221479
3876 ade4 14.7819244
3876 FAMD 12.5500099
3876 PCAmixdata 6.4821664
3876 PCA_1hot 6.7659105
3876 ade4 14.8465505
3876 FAMD 11.6855999
3876 PCAmixdata 6.4373775
3876 PCA_1hot 6.7169699
3876 ade4 14.1481291
3876 FAMD 11.6948907
3876 PCAmixdata 6.4718717
3876 PCA_1hot 6.7698358
3876 ade4 14.7046442
3876 FAMD 12.4567835
3876 PCAmixdata 6.4936467
3876 PCA_1hot 6.7203521
3876 ade4 14.8808445
3876 FAMD 12.5389149
3876 PCAmixdata 6.4728247
3876 PCA_1hot 6.8447787
3876 ade4 14.8595768
3876 FAMD 11.83654
3876 PCAmixdata 6.4425167
3876 PCA_1hot 7.5737724
3876 ade4 14.1562189
3876 FAMD 12.3482804
3876 PCAmixdata 6.4820781
3876 PCA_1hot 6.8277304
3876 ade4 14.1636106
3876 FAMD 11.8426743
3876 PCAmixdata 6.4515884
3876 PCA_1hot 6.7811665
3876 ade4 15.8856161
3876 FAMD 12.4822718
3876 PCAmixdata 6.4555343
3876 PCA_1hot 6.7900255
3876 ade4 16.1406237
3876 FAMD 11.7074224
3876 PCAmixdata 6.4796913
3876 PCA_1hot 6.7898239
3876 ade4 16.8329463
3876 FAMD 11.9074241
3876 PCAmixdata 6.4152387
3876 PCA_1hot 6.9576834
3876 ade4 14.2025052
3876 FAMD 12.5376996
3876 PCAmixdata 6.4653626
3876 PCA_1hot 6.8595763
4522 ade4 16.408459
4522 FAMD 13.1812961
4522 PCAmixdata 7.4008041
4522 PCA_1hot 7.579523
4522 ade4 16.4174841
4522 FAMD 13.5640607
4522 PCAmixdata 8.437089
4522 PCA_1hot 7.6071153
4522 ade4 15.9561067
4522 FAMD 13.5177758
4522 PCAmixdata 7.3916919
4522 PCA_1hot 7.799123
4522 ade4 15.6158159
4522 FAMD 13.5580466
4522 PCAmixdata 8.0420101
4522 PCA_1hot 7.5849749
4522 ade4 17.2675584
4522 FAMD 13.384213
4522 PCAmixdata 8.4590788
4522 PCA_1hot 7.602419
4522 ade4 15.9564145
4522 FAMD 13.8699024
4522 PCAmixdata 8.0790487
4522 PCA_1hot 7.6567458
4522 ade4 14.956777
4522 FAMD 13.4582274
4522 PCAmixdata 8.4475613
4522 PCA_1hot 7.5983419
4522 ade4 16.7131115
4522 FAMD 13.6193436
4522 PCAmixdata 7.3017349
4522 PCA_1hot 7.5845873
4522 ade4 15.5734224
4522 FAMD 13.5213044
4522 PCAmixdata 8.1024172
4522 PCA_1hot 7.8091676
4522 ade4 16.1335849
4522 FAMD 13.5829023
4522 PCAmixdata 8.1393024
4522 PCA_1hot 7.67182
4522 ade4 15.9073412
4522 FAMD 13.622592
4522 PCAmixdata 8.0148919
4522 PCA_1hot 7.9743651
4522 ade4 15.193917
4522 FAMD 13.7188448
4522 PCAmixdata 7.4710263
4522 PCA_1hot 7.6156065
4522 ade4 17.6032731
4522 FAMD 13.6592364
4522 PCAmixdata 7.5000185
4522 PCA_1hot 7.6199116
4522 ade4 16.0120307
4522 FAMD 14.171947
4522 PCAmixdata 8.0425994
4522 PCA_1hot 7.6997847
4522 ade4 16.3504497
4522 FAMD 13.6549648
