1 0.195603131630714 0.195603131630713 0.195603131630713 0.155308010207595
2 0.142495613404716 0.142495613404716 0.142495613404717 0.124314962848267
3 0.106337354826346 0.106337354826346 0.106337354826345 0.110864560995292
4 0.0763053626009029 0.0763053626009029 0.0763053626009028 0.0971621911670456
5 0.0705071027565147 0.070507102756515 0.0705071027565149 0.0868685840035265
6 0.0635532492190908 0.0635532492190909 0.063553249219091 0.0717993927399413
7 0.0624421610863342 0.0624421610863346 0.0624421610863347 0.0677374087799796
8 0.0621426013890398 0.0621426013890399 0.06214260138904 0.0573853265933365
9 0.0524323334264784 0.0524323334264786 0.0524323334264785 0.055612690792743
10 0.0400925750279187 0.0400925750279187 0.0400925750279186 0.047853322344208
11 0.0383274879444754 0.0383274879444752 0.0383274879444753 0.0375695521900323
12 0.0295404677768581 0.029540467776858 0.029540467776858 0.0309524497495368
13 0.0254314193236597 0.0254314193236597 0.0254314193236596 0.0214692396558477
14 0.0199559237959874 0.0199559237959873 0.0199559237959873 0.0176202337462318
15 0.0111644451564651 0.0111644451564649 0.011164445156465 0.010241025249505
16 0.00366877063449958 0.00366877063449941 0.00366877063449943 0.00724104893691234
17 nan nan nan 2.39519671290026e-17
