7 7 ade4 0.4943826 2
7 7 FAMD 0.4817186 2
7 7 PCAmixdata 0.475864 2
7 7 PCA_1hot 0.4080787 2
7 7 ade4 0.2878082 1
7 7 FAMD 0.3177817 1
7 7 PCAmixdata 0.3100741 1
7 7 PCA_1hot 0.2353311 none
7 7 ade4 0.4440869 2
7 7 FAMD 0.4971246 2
7 7 PCAmixdata 0.4681725 2
7 7 PCA_1hot 0.2397629 0
7 7 ade4 0.4493287 2
7 7 FAMD 0.2998273 0
7 7 PCAmixdata 0.3095088 1
7 7 PCA_1hot 0.2411249 0
7 7 ade4 0.4903034 2
7 7 FAMD 0.2809491 1
7 7 PCAmixdata 0.462686 2
7 7 PCA_1hot 0.2343213 none
7 7 ade4 0.2993783 0
7 7 FAMD 0.4458058 2
7 7 PCAmixdata 0.3316074 1
7 7 PCA_1hot 0.2348379 1
7 7 ade4 0.3033664 0
7 7 FAMD 0.2661476 0
7 7 PCAmixdata 0.4740912 2
7 7 PCA_1hot 0.2346752 none
7 7 ade4 0.3158412 1
7 7 FAMD 0.2818918 1
7 7 PCAmixdata 0.3207027 0
7 7 PCA_1hot 0.2642787 0
7 7 ade4 0.3213308 1
7 7 FAMD 0.4291711 2
7 7 PCAmixdata 0.4674603 2
7 7 PCA_1hot 0.2711239 none
7 7 ade4 0.3403186 1
7 7 FAMD 0.2742581 0
7 7 PCAmixdata 0.3296704 1
7 7 PCA_1hot 0.2448261 0
7 7 ade4 0.4693913 2
7 7 FAMD 0.4221195 2
7 7 PCAmixdata 0.4600225 2
7 7 PCA_1hot 0.2416513 0
7 7 ade4 0.4687017 2
7 7 FAMD 0.3069874 1
7 7 PCAmixdata 0.3093763 1
7 7 PCA_1hot 0.2359737 0
7 7 ade4 0.2938622 1
7 7 FAMD 0.2725521 1
7 7 PCAmixdata 0.461592 2
7 7 PCA_1hot 0.2355123 none
7 7 ade4 0.3008861 0
7 7 FAMD 0.3237571 1
7 7 PCAmixdata 0.3087798 0
7 7 PCA_1hot 0.2350214 0
7 7 ade4 0.3066448 1
7 7 FAMD 0.482094 2
7 7 PCAmixdata 0.3203712 1
7 7 PCA_1hot 0.2392897 0
7 14 ade4 0.6730821 1
7 14 FAMD 0.6903837 1
7 14 PCAmixdata 0.7683365 2
7 14 PCA_1hot 0.380043 0
7 14 ade4 0.8434848 2
7 14 FAMD 0.9997018 2
7 14 PCAmixdata 0.7656259 2
7 14 PCA_1hot 0.3876696 0
7 14 ade4 0.6389018 1
7 14 FAMD 0.6663822 1
7 14 PCAmixdata 0.7584183 2
7 14 PCA_1hot 0.3827354 0
7 14 ade4 0.7058609 0
7 14 FAMD 0.8428837 2
7 14 PCAmixdata 0.7876629 2
7 14 PCA_1hot 0.4365139 1
7 14 ade4 0.7080312 1
7 14 FAMD 0.8352452 2
7 14 PCAmixdata 0.611772 1
7 14 PCA_1hot 0.4519084 0
7 14 ade4 0.8594868 2
7 14 FAMD 0.8570618 2
7 14 PCAmixdata 0.7607366 2
7 14 PCA_1hot 0.4195764 0
7 14 ade4 0.8189407 2
7 14 FAMD 0.8612833 2
7 14 PCAmixdata 0.609623 1
7 14 PCA_1hot 0.4114398 1
7 14 ade4 0.6558486 0
7 14 FAMD 0.6589711 1
7 14 PCAmixdata 0.5776716 1
7 14 PCA_1hot 0.3838883 0
7 14 ade4 0.6508241 0
7 14 FAMD 0.8407085 2
7 14 PCAmixdata 0.7518448 2
7 14 PCA_1hot 0.4005302 0
7 14 ade4 0.6853992 1
7 14 FAMD 0.8504186 2
7 14 PCAmixdata 0.754724 2
7 14 PCA_1hot 0.3915001 1
7 14 ade4 0.6770232 1
7 14 FAMD 0.7754766 1
7 14 PCAmixdata 0.7547752 2
7 14 PCA_1hot 0.4030818 0
7 14 ade4 0.8704679 2
7 14 FAMD 0.9271041 2
7 14 PCAmixdata 0.7238674 2
7 14 PCA_1hot 0.4054966 0
7 14 ade4 0.8872974 2
7 14 FAMD 0.86278 2
7 14 PCAmixdata 0.7477753 2
7 14 PCA_1hot 0.3912096 1
7 14 ade4 0.694789 0
7 14 FAMD 0.8485019 2
7 14 PCAmixdata 0.7420876 2
7 14 PCA_1hot 0.4019314 0
7 14 ade4 0.6857066 0
7 14 FAMD 0.6612746 1
7 14 PCAmixdata 0.7313333 2
7 14 PCA_1hot 0.387765 1
7 21 ade4 0.4346877 0
7 21 FAMD 0.3308676 1
7 21 PCAmixdata 0.3609481 0
7 21 PCA_1hot 0.2706353 0
7 21 ade4 0.4403106 1
7 21 FAMD 0.3388439 1
7 21 PCAmixdata 0.3563593 1
7 21 PCA_1hot 0.2720663 1
7 21 ade4 0.6195707 2
7 21 FAMD 0.5023799 2
7 21 PCAmixdata 0.5178873 2
7 21 PCA_1hot 0.26924 0
7 21 ade4 0.4230641 0
7 21 FAMD 0.3189897 0
7 21 PCAmixdata 0.3561748 1
7 21 PCA_1hot 0.263549 none
7 21 ade4 0.4116794 0
7 21 FAMD 0.3290575 1
7 21 PCAmixdata 0.5465306 2
7 21 PCA_1hot 0.2662059 0
7 21 ade4 0.4249899 0
7 21 FAMD 0.3313298 1
