1 19.5603131630714 19.5603131630713 19.5603131630713 15.5308010207595 22.0049755517949
2 14.2495613404716 14.2495613404716 14.2495613404717 12.4314962848267 16.1408892220738
3 10.6337354826346 10.6337354826346 10.6337354826345 11.0864560995292 10.9827437836963
4 7.63053626009029 7.63053626009029 7.63053626009028 9.71621911670456 7.38147546671743
5 7.05071027565147 7.0507102756515 7.05071027565149 8.68685840035265 4.43993421507568
6 6.35532492190908 6.35532492190909 6.3553249219091 7.17993927399413 3.49229382650888
7 6.24421610863342 6.24421610863346 6.24421610863347 6.77374087799796 2.72775444465924
8 6.21426013890398 6.21426013890399 6.214260138904 5.73853265933365 2.35576298872421
9 5.24323334264784 5.24323334264786 5.24323334264785 5.5612690792743 2.03288260848703
10 4.00925750279187 4.00925750279187 4.00925750279186 4.7853322344208 1.90671822638592
11 3.83274879444754 3.83274879444752 3.83274879444753 3.75695521900323 1.60902303580071
12 2.95404677768581 2.9540467776858 2.9540467776858 3.09524497495368 1.40454386808988
13 2.54314193236597 2.54314193236597 2.54314193236596 2.14692396558477 1.34403806810718
14 1.99559237959874 1.99559237959873 1.99559237959873 1.76202337462318 1.14879497544395
15 1.11644451564651 1.11644451564649 1.1164445156465 1.0241025249505 1.03900168573073
16 0.366877063449958 0.366877063449941 0.366877063449943 0.724104893691234 0.901572718189642
