646 5.9921685 2.30053260000001 1.1845268 0.955399300000003
1292 7.6802867 4.2227702 2.64398749999999 1.99677120000001
1938 9.7485139 6.50394170000001 3.71569430000001 2.87130540000001
2584 11.3923778 8.22094190000001 4.7374344 3.8541068
3230 12.9717616 10.0100731 5.74197090000001 4.950446
3876 14.7269237 11.7514819 6.75610800000001 6.4759871
4522 16.2237136 13.6796342 7.7542222 8.4291109
5168 17.6891237 15.3694977 8.7592483 8.4664052
5814 19.2102609 17.0822896 9.7336537 9.31556250000001
