21 7 ade4 2.2359815 2
21 7 FAMD 2.4352459 2
21 7 PCAmixdata 1.5099203 2
21 7 PCA_1hot 1.2445162 0
21 7 ade4 2.0973103 2
21 7 FAMD 2.4647755 2
21 7 PCAmixdata 1.5347464 2
21 7 PCA_1hot 1.3989764 0
21 7 ade4 2.6808125 2
21 7 FAMD 2.3787429 2
21 7 PCAmixdata 1.3613188 1
21 7 PCA_1hot 1.2504465 1
21 7 ade4 2.2305719 2
21 7 FAMD 2.2449248 2
21 7 PCAmixdata 1.5081506 2
21 7 PCA_1hot 1.2872999 0
21 7 ade4 2.1742632 0
21 7 FAMD 2.1908822 2
21 7 PCAmixdata 1.3057321 1
21 7 PCA_1hot 1.2727097 0
21 7 ade4 2.6048228 2
21 7 FAMD 2.3826309 2
21 7 PCAmixdata 1.5068654 2
21 7 PCA_1hot 1.2681291 1
21 7 ade4 3.0313002 2
21 7 FAMD 2.2735758 2
21 7 PCAmixdata 1.5527102 2
21 7 PCA_1hot 1.2681934 0
21 7 ade4 2.195898 2
21 7 FAMD 2.4108669 2
21 7 PCAmixdata 1.3127881 1
21 7 PCA_1hot 1.2781705 0
21 7 ade4 2.4085397 2
21 7 FAMD 2.1937125 2
21 7 PCAmixdata 1.5008494 2
21 7 PCA_1hot 1.2572445 0
21 7 ade4 2.2206716 2
21 7 FAMD 2.4776107 2
21 7 PCAmixdata 1.2880608 1
21 7 PCA_1hot 1.2996475 1
21 7 ade4 2.1002383 2
21 7 FAMD 2.1881391 2
21 7 PCAmixdata 1.4883812 2
21 7 PCA_1hot 1.2712486 0
21 7 ade4 2.4054892 2
21 7 FAMD 2.4220006 2
21 7 PCAmixdata 1.486686 2
21 7 PCA_1hot 1.2089557 0
21 7 ade4 2.2895276 0
21 7 FAMD 2.2221527 2
21 7 PCAmixdata 1.483925 2
21 7 PCA_1hot 1.2992484 1
21 7 ade4 2.1562675 2
21 7 FAMD 2.1468531 2
21 7 PCAmixdata 1.4480743 2
21 7 PCA_1hot 1.1958854 0
21 7 ade4 2.4233114 2
21 7 FAMD 2.3413729 2
21 7 PCAmixdata 1.488054 2
21 7 PCA_1hot 1.1866055 0
21 14 ade4 2.1749598 2
21 14 FAMD 1.7864865 1
21 14 PCAmixdata 1.2116148 1
21 14 PCA_1hot 1.2080085 1
21 14 ade4 2.1564447 2
21 14 FAMD 1.9308667 2
21 14 PCAmixdata 1.3712712 2
21 14 PCA_1hot 1.3819748 2
21 14 ade4 2.277201 2
21 14 FAMD 1.7692575 1
21 14 PCAmixdata 1.2351905 1
21 14 PCA_1hot 1.2037456 0
21 14 ade4 2.1546277 2
21 14 FAMD 2.0923937 2
21 14 PCAmixdata 1.3748149 2
21 14 PCA_1hot 1.2156374 0
21 14 ade4 2.3306747 2
21 14 FAMD 1.756075 1
21 14 PCAmixdata 1.3856483 2
21 14 PCA_1hot 1.3713084 0
21 14 ade4 2.1889694 2
21 14 FAMD 1.9489396 2
21 14 PCAmixdata 1.3983062 2
21 14 PCA_1hot 1.3628796 0
21 14 ade4 2.1803069 2
21 14 FAMD 1.7544109 1
21 14 PCAmixdata 1.2148868 1
21 14 PCA_1hot 1.4287926 2
21 14 ade4 2.339167 2
21 14 FAMD 1.9202763 2
21 14 PCAmixdata 1.3804165 2
21 14 PCA_1hot 1.2329844 0
21 14 ade4 1.9737492 0
21 14 FAMD 1.7420131 1
21 14 PCAmixdata 1.3898353 2
21 14 PCA_1hot 1.2746473 0
21 14 ade4 2.161718 2
21 14 FAMD 1.9674988 2
21 14 PCAmixdata 1.3900435 2
21 14 PCA_1hot 1.2400135 0
21 14 ade4 2.1467688 2
21 14 FAMD 1.9923441 2
21 14 PCAmixdata 1.3809752 2
21 14 PCA_1hot 1.2417881 1
21 14 ade4 2.1670473 2
21 14 FAMD 1.7729654 1
21 14 PCAmixdata 1.3860746 2
21 14 PCA_1hot 1.2277309 none
21 14 ade4 2.1526496 2
21 14 FAMD 2.0986389 2
21 14 PCAmixdata 1.3819672 2
21 14 PCA_1hot 1.2244133 0
21 14 ade4 2.1577504 2
21 14 FAMD 1.7418894 1
21 14 PCAmixdata 1.3821568 2
21 14 PCA_1hot 1.2407503 0
21 14 ade4 2.1687189 2
21 14 FAMD 2.1239463 2
21 14 PCAmixdata 1.4028281 2
21 14 PCA_1hot 1.431265 0
21 21 ade4 2.8928077 2
21 21 FAMD 2.5409352 1
21 21 PCAmixdata 1.6424876 1
21 21 PCA_1hot 1.6063201 0
21 21 ade4 2.79245 2
21 21 FAMD 2.6681204 2
21 21 PCAmixdata 1.8424172 2
21 21 PCA_1hot 1.6156733 0
21 21 ade4 2.7882069 2
21 21 FAMD 2.6596014 2
21 21 PCAmixdata 1.8434439 2
21 21 PCA_1hot 1.6037961 1
21 21 ade4 3.2157279 2
21 21 FAMD 2.6698949 2
21 21 PCAmixdata 1.6550279 1
21 21 PCA_1hot 1.6219811 0
21 21 ade4 2.7929147 2
21 21 FAMD 2.6436096 2
21 21 PCAmixdata 1.8739725 2
21 21 PCA_1hot 1.6184708 1
21 21 ade4 2.7915493 2
21 21 FAMD 2.648066 2
21 21 PCAmixdata 1.862357 2
21 21 PCA_1hot 1.6061131 1
21 21 ade4 2.6109189 0
21 21 FAMD 2.6737166 2
21 21 PCAmixdata 1.8699057 2
21 21 PCA_1hot 1.6031912 0
21 21 ade4 2.850576 2
21 21 FAMD 2.4578912 1
21 21 PCAmixdata 1.8549697 2
21 21 PCA_1hot 1.605424 0
21 21 ade4 2.9929864 2
21 21 FAMD 2.6071618 2
21 21 PCAmixdata 1.8665407 2
21 21 PCA_1hot 1.8025111 2
21 21 ade4 2.780628 2
21 21 FAMD 2.625545 2
21 21 PCAmixdata 1.8568867 2
21 21 PCA_1hot 1.6105799 0
21 21 ade4 2.6086163 0
21 21 FAMD 2.595449 2
21 21 PCAmixdata 1.8900369 2
21 21 PCA_1hot 1.6228756 0
21 21 ade4 2.8360028 2
21 21 FAMD 2.6122619 2
21 21 PCAmixdata 1.8577705 2
21 21 PCA_1hot 1.6272766 0
21 21 ade4 2.6248192 0
21 21 FAMD 2.4515799 1
21 21 PCAmixdata 1.8718495 2
21 21 PCA_1hot 1.6175892 1
21 21 ade4 2.8347557 2
21 21 FAMD 2.7319336 2
21 21 PCAmixdata 2.0713009 2
21 21 PCA_1hot 1.6151087 none
21 21 ade4 2.8104194 2
21 21 FAMD 2.6163317 2
21 21 PCAmixdata 1.8731887 2
21 21 PCA_1hot 1.6355666 0
42 7 ade4 8.575697 2
42 7 FAMD 9.0843401 2
42 7 PCAmixdata 4.2554748 1
42 7 PCA_1hot 4.5954391 0
42 7 ade4 8.0640117 2
42 7 FAMD 8.6843185 2
42 7 PCAmixdata 4.4719933 2
42 7 PCA_1hot 4.6258538 1
42 7 ade4 7.9758153 2
42 7 FAMD 8.4895506 2
42 7 PCAmixdata 4.4986704 2
42 7 PCA_1hot 4.592216 0
42 7 ade4 8.5486899 2
42 7 FAMD 8.6881768 2
42 7 PCAmixdata 4.5200248 2
42 7 PCA_1hot 4.6171305 1
42 7 ade4 8.0057108 2
42 7 FAMD 8.536149 2
42 7 PCAmixdata 4.5198906 2
42 7 PCA_1hot 4.5891687 1
42 7 ade4 8.0682197 2
42 7 FAMD 8.3240119 2
42 7 PCAmixdata 4.516865 2
42 7 PCA_1hot 4.8827052 2
42 7 ade4 8.0186815 2
42 7 FAMD 8.5913806 2
42 7 PCAmixdata 4.5336163 2
42 7 PCA_1hot 4.5723705 none
42 7 ade4 8.0723593 2
42 7 FAMD 8.4818853 2
42 7 PCAmixdata 4.5065327 2
42 7 PCA_1hot 4.601745 0
42 7 ade4 8.3298635 2
42 7 FAMD 8.5430118 2
42 7 PCAmixdata 4.528306 2
42 7 PCA_1hot 4.5925655 0
42 7 ade4 8.542144 2
42 7 FAMD 8.6038654 2
42 7 PCAmixdata 4.5549954 2
42 7 PCA_1hot 4.5742633 0
42 7 ade4 8.3313888 2
42 7 FAMD 8.2594829 2
42 7 PCAmixdata 4.5213974 2
42 7 PCA_1hot 4.5705284 0
42 7 ade4 8.0262701 2
42 7 FAMD 7.978453 2
42 7 PCAmixdata 4.5136257 2
42 7 PCA_1hot 4.606257 0
42 7 ade4 8.0127051 2
42 7 FAMD 8.0731682 2
42 7 PCAmixdata 4.5055891 2
42 7 PCA_1hot 4.596877 1
42 7 ade4 8.4103771 2
42 7 FAMD 8.3918127 2
42 7 PCAmixdata 4.4871777 2
42 7 PCA_1hot 4.5885726 0
42 7 ade4 8.7809559 2
42 7 FAMD 8.216443 2
42 7 PCAmixdata 4.529166 2
42 7 PCA_1hot 4.5813039 0
42 14 ade4 8.0422324 2
42 14 FAMD 8.1793135 1
42 14 PCAmixdata 4.992136 1
42 14 PCA_1hot 4.5907873 1
42 14 ade4 8.3505039 2
42 14 FAMD 7.6787849 2
42 14 PCAmixdata 4.7793351 2
42 14 PCA_1hot 4.8745802 2
42 14 ade4 8.635732 2
42 14 FAMD 7.5835176 2
42 14 PCAmixdata 4.4912482 2
42 14 PCA_1hot 4.5730552 0
42 14 ade4 8.3220598 2
42 14 FAMD 7.6737186 2
42 14 PCAmixdata 4.1320483 1
42 14 PCA_1hot 4.5644486 0
42 14 ade4 7.7790216 1
42 14 FAMD 7.6124614 2
42 14 PCAmixdata 4.4537799 2
42 14 PCA_1hot 4.5414208 0
42 14 ade4 7.8249021 1
42 14 FAMD 7.5130147 2
42 14 PCAmixdata 4.5024867 2
42 14 PCA_1hot 4.6147037 1
42 14 ade4 8.3353303 2
42 14 FAMD 7.5737424 2
42 14 PCAmixdata 4.4670329 2
42 14 PCA_1hot 4.5957509 0
42 14 ade4 8.0881395 2
42 14 FAMD 7.7235144 2
42 14 PCAmixdata 4.3894828 2
42 14 PCA_1hot 4.5394346 none
42 14 ade4 8.1231561 2
42 14 FAMD 7.5937265 2
42 14 PCAmixdata 4.4241113 2
42 14 PCA_1hot 4.5689272 0
42 14 ade4 8.6072216 2
42 14 FAMD 7.6160085 2
42 14 PCAmixdata 4.3974171 2
42 14 PCA_1hot 4.5436291 0
42 14 ade4 8.0472305 2
42 14 FAMD 7.5981039 2
42 14 PCAmixdata 4.3755212 2
